_input,_num,_widgetName,_source,_resultNumber,_pageUrl,title,pic,pic/_source,pic/_title,pic/_alt,text,link,link/_source,link/_title,link/_text
,11,publications crawler,publications crawler,11,http://www.conflictsensitivity.org/node/80,Foreword by Kofi Annan,http://www.conflictsensitivity.org/sites/default/files/imagecache/Thumbnail/KOFI%20ANNAN.JPG,,,,Businesses operate in conflict zones and conflict-prone countries around the world. If they make the wrong decisions on investment employment community relations environmental protection and security arrangements they can exacerbate the tensions that produce conflict. But if they make the right decisions they can help a country turn its back on conflict and move towards lasting peace.; Companies in the extractive industries are on the front lines. Time and again in recent years the exploitation of natural resources such as oil timber and diamonds has fuelled conflict and generated corruption exacting a heavy toll in lives and undermining faith in public administration. All too often local populations have been excluded from discussions about the control of natural resources and have seen few or no tangible benefits from activities carried out in their communities. This leads to resentment social discord and even violence.; Enlightened self-interest should steer businesses towards playing an active role in promoting transparency and accountability in managing the extraction and sale of natural resources. Increasingly a company's reputation depends not only on what product or service it provides but also on how it does so. By adopting a proactive approach companies can reduce operational risks promote stability and improve relations with the communities in which they operate. Indeed a company's ?bottom-line' can no longer be separated from peace development and the other goals of the United Nations.; This publication offers practical suggestions for companies in the extractive industries seeking to adopt a conflict-sensitive approach to their operations. It provides ideas for fostering better relationships with stakeholders. And it gives examples of good practices that I hope will serve as an inspiration to companies operating in violent or volatile environments. I welcome this contribution to the efforts of the United Nations to promote responsible corporate citizenship and universal principles and I hope it reaches the wide global audience it deserves.,,,,
,12,publications crawler,publications crawler,12,http://www.conflictsensitivity.org/publications/transnational-corporations-conflict-prone-zones-public-policy-responses-and-framework-a,Transnational Corporations in Conflict Prone Zones: Public Policy Responses and a Framework for Action,http://www.conflictsensitivity.org/sites/default/files/imagecache/Thumbnail/Transnational_Corporations_Conflict_Prone-Cover.gif,,,,Private sector activity is a significant factor influencing the shape and intensity of many conflicts. However there has to date been little effort to engage different types of private sector actors systematically in conflict prevention. This paper argues that conflict sensitive business and its promotion by public policymaking institutions could become an important part of a collective effort to reduce conflict.; The paper finds that from the public policy perspective the task is to identify and develop measures that seek to:; - minimise the negative impacts of companies operating in conflict-prone zones; and; - maximise companies' contribution to peace-building.; The report seeks to do this by mapping actual and possible policy action on promoting a conflict-sensitive and peacebuilding approach from companies and argues that convergence of conflict prevention and CSR policy frameworks is crucial. Based on this map it develops a framework for action.; [Summary Source: based on Eldis],http://www.conflictsensitivity.org/sites/default/files/Transnational_Corporations_Conflict_Prone.pdf,,,Transnational_Corporations_Conflict_Prone.pdf
,13,publications crawler,publications crawler,13,http://www.conflictsensitivity.org/node/144,Tools for businesses,,,,,Local Business Local Peace: the Peacebuilding Potential of the Domestic Private Sector is a collection of experiences of local businesspeople in conflict-affected societies where concrete steps have been taken to reflect on their own relationship to the conflict context and contribute to peace. The publication includes some lessons for development agencies on supporting a positive role for business in conflict zones.; Conflict-Sensitive Business Practice: Guidance for Extractive Industries (CSBP) is a set of tools to help multinational companies concerned with improving their impact on host countries to begin thinking more creatively about understanding and minimising conflict risk and actively contributing to peace.; The following screening tools act as a departure point for conflict-sensitive business practices. They provide analysis of the risk of conflict or conflict-escalation through research of the conditions associated with conflict.; M-CRIA is designed to bridge the gap in normal political and financial risk assessment in analysing conflict risk. The process consists of a series of steps that involve substantial and continuous consultation with local representatives and the production of a conflict analysis report that must be constantly revised as circumstances change.; The guiding principle is consideration of the conflict in and of itself and not in a company or project context. Stakeholder engagement conducted as a two-way dialogue not an information gathering mission for the company is a central aspect of the process and ensures that host communities have a vested interest in the success of the project from the outset.; For more information see Section 3: M-CRIA of CSBP.; P-CRIA fills the same gaps as M-CRIA on a local or project level. It is a mechanism for a company to generate a ?social licence to operate' and as such is the crux of operationalising conflict-sensitive business practices.; Methodology for this stage of conflict-sensitive business practice includes participatory analysis particularly for those residing in areas impacted by the project; good communication and strong local relationships; and shared decision-making.; The company is required to go through a number of key steps to ensure successful implementation of P-CRIA. The steps involve a comprehensive participatory analysis of the context and stakeholders including developing a rich understanding of the host society; and design and implementation of mitigating strategies which must address all aspects of business impact and be constructed in conjunction with the host community.; For more information see Section 3: P-CRIA of CSBP,,,,
,14,publications crawler,publications crawler,14,http://www.conflictsensitivity.org/publications/practical-guide-multilateral-needs-assessments-post-conflict-situations,Practical Guide to Multilateral Needs Assessments in Post-Conflict Situations,http://www.conflictsensitivity.org/sites/default/files/imagecache/Thumbnail/multilateral%20needs.JPG,,,,Based on a review and analysis of recent past experiences as well as research on other assessment methodologies this guide aims to help make post-conflict needs assessments (PCNAs) more effective by systematizing the analysis and suggesting more efficient processes. In particular it contributes to the definition of common minimum standards regarding quality reliability and inclusiveness of the assessment; a fast-track professional response by the international community when recovery planning becomes feasible; and lowering the costs of PCNAs by promoting systematisation and standardisation.; Based on a review and analysis of recent past experiences as well as research on other assessment methodologies this guide aims to help make post-conflict needs assessments (PCNAs) more effective by systematizing the analysis and suggesting more efficient processes. In particular it contributes to the definition of common minimum standards regarding quality reliability and inclusiveness of the assessment; a fast-track professional response by the international community when recovery planning becomes feasible; and lowering the costs of PCNAs by promoting systematisation and standardisation.; The document is includes the following chapters:; - The post-conflict situation: the context of response; - Conceptual elements of needs assessments; - Managing the PCNA process; - Operational issues.; [Summary Source: based on Reliefweb],http://www.conflictsensitivity.org/sites/default/files/Practical_Guide_to_Multilateral.pdf,,,Practical_Guide_to_Multilateral.pdf
,15,publications crawler,publications crawler,15,http://www.conflictsensitivity.org/node/82,Conflict-Sensitive Approaches to Development Humanitarian Assistance and Peacebuilding,http://www.conflictsensitivity.org/sites/default/files/imagecache/Thumbnail/IA.JPG,,,,Governmental and non-governmental actors alike increasingly recognise the need for conflict-sensitive approaches to development and humanitarian assistance and are consequently attempting to develop the theoretical underpinnings as well as the structural prerequisites for integrating conflict-sensitive perspectives into development assistance.; The paper seeks to highlight the range of different approaches and to identify both their strengths and limitations. It concludes by proposing some of the important policy issues which need to be addressed if conflict-sensitive development approaches are to have broader relevance and impact.; [Summary Source: Abstract],http://www.conflictsensitivity.org/sites/default/files/Conflict-Sensitive_Approaches_to_Development.pdf,,,Conflict-Sensitive_Approaches_to_Development.pdf
,16,publications crawler,publications crawler,16,http://www.conflictsensitivity.org/publications/conflict-and-aid-enhancing-peacebuilding-impact-international-engagement-synthesis-find,Conflict and Aid: Enhancing the Peacebuilding Impact of International Engagement. A Synthesis of Findings from Afghanistan Liberia and Sri Lanka,http://www.conflictsensitivity.org/sites/default/files/imagecache/Thumbnail/Conflict_and_Aid-Cover.gif,,,,This paper examines whether humanitarian assistance in war zones can support efforts to promote conflict prevention and peacebuilding. Is this an objective that should be pursued? Can it be operationalised in practice? Does this represent a more intelligent and expansive form of humanitarianism or is it a dangerous distortion of humanitarian mandates? This paper explores these questions and provides a synthesis of findings from country studies of Afghanistan Sri Lanka and Liberia.; This paper examines whether humanitarian assistance in war zones can support efforts to promote conflict prevention and peacebuilding. Is this an objective that should be pursued? Can it be operationalised in practice? Does this represent a more intelligent and expansive form of humanitarianism or is it a dangerous distortion of humanitarian mandates? This paper explores these questions and provides a synthesis of findings from country studies of Afghanistan Sri Lanka and Liberia.; The report concludes that humanitarian assistance can complement though not create peacebuilding processes and it provides recommendations for supporting an enabling policy environment for conflict prevention and peacebuilding increasing the conflict sensitivity of aid donors and enhancing the peacebuilding potential of humanitarian assistance. [Summary Source: International Alert Eldis],http://www.conflictsensitivity.org/sites/default/files/Conflict_and_Aid.pdf,,,Conflict_and_Aid.pdf
,17,publications crawler,publications crawler,17,http://www.conflictsensitivity.org/publications/peace-and-conflict-sensitive-approaches-development-briefing-oecd-task-force-conflict-p,Peace and Conflict-Sensitive Approaches to Development: A Briefing for the OECD Task Force on Conflict Peace and Development Cooperation and the Conflict Prevention and Reconstruction Network (CPRN),http://www.conflictsensitivity.org/sites/default/files/imagecache/Thumbnail/Peace_and_Conflict-Sensitive_Approaches-Cover.gif,,,,This paper is based on research policy dialogue and fieldwork on approaches to peace and conflict-sensitive development and includes an overview of the policy frameworks within which approaches to peace and conflict-sensitive development practice could be applied; an examination of the different types of approaches that have been developed and key areas in which they need to be enhanced; and an outline of some of the main institutional changes required for effective conflict prevention and peacebuilding.; [Summary Source: International Alert],http://www.conflictsensitivity.org/sites/default/files/Peace_and_Conflict-Sensitive_Approaches.pdf,,,Peace_and_Conflict-Sensitive_Approaches.pdf
,18,publications crawler,publications crawler,18,http://www.conflictsensitivity.org/node/79,Local Business,,,,,,,,,
,19,publications crawler,publications crawler,19,http://www.conflictsensitivity.org/node/78,Checklist for Selecting a Conflict Analysis Tool,,,,,A conflict analysis will include key elements such as a conflict profile and an understanding of the causes of conflict the key actors and dynamics. Many frameworks or conflict analysis tools have already been established which an organisation may use to research and understand these indicators. As well a needs-assessment framework - such as a sustainable livelihoods assessment a participatory poverty assessment a participatory rural appraisal a good governance assessment or a gender analysis can contribute and be complimented by conflict analyses. Alternatively they may be integrated to form a more robust societal analysis.; Further information on conducting a conflict analysis can be found in Chapter 2 of the Resource Pack.; The following checklist poses a number of questions that can help organisations think about the type of conflict analysis tool they need:; Purpose; - Does the tool provide the information you need for your work?; - Is the proposed process of conflict analysis consistent with your aims?; Assumptions; - Do you share the tool's specific understanding of conflict?; - Does this perspective correspond to the mandate and values of your organisation?; Methodology; - Does the proposed methodology match the purpose of the analysis?; - Does the proposed methodology agree with the ways of working of your organisation?; - How long does it take to gain results?; Resource implications; - What are the resource implications of the selected tool (staff time travel seminar costs facilities data management)?; - Is your organisation able to allocate the required resources?; Availability; - Is this tool available at the time and cost that suit you?; - Can full documentation be accessed?,,,,
,20,publications crawler,publications crawler,20,http://www.conflictsensitivity.org/node/77,Mainstreaming Conflict Sensitivity,,,,,The most effective way to build an institution's capacity is to try to integrate it across programmes. Conflict needs to be factored into all aspects from programme assessment to design to implementation and monitoring so that the intended and unintended consequences across multiple sectors may be examined. There is no single recipe for how to best mainstream a conflict-sensitive approach as it varies depending on the particular organisation its needs and how it operates in the field.; Some organisations have developed stand-alone conflict or peace units that strive to build the capacity of the organisation to conduct and operate in a conflict-sensitive manner. These efforts are most effective when the unit is well connected and linked to the rest of the organisation and has institutional support. Otherwise it risks becoming marginalised and having peacebuilding being seen as an isolated sector.; Experience shows that for conflict sensitivity to have maximum impact five organisational factors need to be addressed namely:; - institutional commitment; - willingness to make changes in organisational culture and institutional structures; - support for capacity development; - conducive external relationships; - accountability mechanisms; Ideally an organisation will undertake a comprehensive strategy to implement a conflict- sensitive approach throughout its programming and operations. However depending on the needs and availability of resources some organisations may start by developing the skills of a few staff members. They in turn can begin implementing the approach on a limited number of projects and slowly seek to promote it to others in the organisation. It may also be effective as an initial step to rely on expert consultants although in the long-term if efforts are to be effective they must be internalised and there must be organisational support.,,,,
,21,publications crawler,publications crawler,21,http://www.conflictsensitivity.org/node/76,Planning and Programming,,,,,Conflict sensitivity is not merely about conducting a conflict analysis or checking off a box before undertaking a programme. It is about recognising the relationship between how programmes can affect conflict and the wider context and how in turn the context can affect programming.; In addition to understanding the larger conflict context an organisation should be conflict-sensitive at the project and programme level. Every activity is part of the conflict dynamic and thus has the potential to negatively or positively affect the conflict and larger context. Therefore adapting a conflict-sensitive approach is essential to projects and programmes that directly address conflict as well as those that seek simply to avoid indirectly exacerbating it.; To date there is no unified terminology for conflict-sensitive programme planning. Terms in use include Conflict Analysis at the programme or project level and Peace and Conflict Impact Assessment (PCIA). In general such approaches study how a particular intervention might affect the conflict either positively or negatively and how the conflict or context might affect the intervention.; Because of the dynamic and changing nature of conflict the analysis should be ongoing. For this reason some eschew terms such as Conflict Analysis or PCIA. The Field Diplomacy Initiative for example refers to Peace and Conflict Impact Assessment Systems (PCIAS) in order to emphasise that it is an 'integrated system approach into the routine planning monitoring and implementation of their interventions'.,,,,
,22,publications crawler,publications crawler,22,http://www.conflictsensitivity.org/publications/peace-conflict-impact-assessment-pcia-and-ngo-peacebuilding-%E2%80%93-experiences-kenya-guatema,Peace & Conflict Impact Assessment (PCIA) and NGO Peacebuilding ? Experiences from Kenya & Guatemala: A Briefing Paper,http://www.conflictsensitivity.org/sites/default/files/imagecache/Thumbnail/PCIA_and_NGO_Peacebuilding-Cover.gif,,,,This report summarises the key findings from two collaborative projects on NGO capacity building for conflict reduction and peacebuilding undertaken by International Alert (IA) and the Instituto de Ense¤anza para el Desarrollo Sostenible (IEPADES) in Guatemala and the Centre for Conflict Research (CCR) in Kenya.; The work particularly focussed on the development and validation of practical tools for conflict-sensitive development planning and monitoring. The aim of this report is to put the results and learning from these projects into a wider perspective and to identify possible ways forward for supporting and developing the capacity of local peace actors.; In both Kenya and Guatemala the project included an assessment of the roles NGOs have played in promoting peace and justice in these countries a facilitated self-assessment of the current programming practices by a selected group of NGOs and the development and testing of innovative conflict analysis and planning methodologies for NGOs. Beyond this the NGO consultations in both countries provided a wealth of lessons on the challenges of civil society peacebuilding from an indigenous perspective. [Summary Source: Dewe based on Executive Summary],http://www.conflictsensitivity.org/sites/default/files/PCIA_and_NGO_Peacebuilding.pdf,,,PCIA_and_NGO_Peacebuilding.pdf
,23,publications crawler,publications crawler,23,http://www.conflictsensitivity.org/node/75,Conflict Analysis,,,,,Conflict analysis is at the core of conflict-sensitive programming. It is the systematic study of the profile causes actors and dynamics of a conflict. Conflict analysis can be carried out at various levels (e.g. local regional national etc.) and seeks to establish the links between these levels.; It includes:; - In-depth analysis of the conflict environment (actors profile causes and dynamics) informed by the perspectives of the communities themselves;; - On-going mapping and (re)analysis of the conflict as the programme unfolds. This includes awareness of links among community national regional and international levels of conflict; and; - Ensuring that the knowledge gained from this analysis informs the different steps of the programme from planning to implementation monitoring and evaluation. (Lange M. Building Institutional Capacity for Conflict-Sensitive Practice); Many tools exist for conducting a conflict analysis. As each context is different no one tool can be prescribed. The tools section of this website outlines several options and offers guidance on how to select a conflict analysis tool.,,,,
,24,publications crawler,publications crawler,24,http://www.conflictsensitivity.org/node/74,Better Programming Initiative,http://www.conflictsensitivity.org/sites/default/files/imagecache/Thumbnail/untitled.JPG,,,,Impact assessment methodology and training initiative for analysing the positive or negative impact of Red Cross / Red Crescent National Societies? aid programmes on communities recovering from violence or conflict.; Red Cross / Red Crescent National Societies and Delegation programming staff and volunteers.; Local national and regional levels.; Aid cannot reverse or compensate for the suffering and trauma that has occurred during conflict. It cannot prevent conflict from continuing or restarting but it can be the first opportunity for war or violence affected communities to experience an alternative to conflict as the sole basis for their relationship with opposing groups.; In the context of post-conflict recovery where resources are scarce and violence is endemic the selective allocation of aid can be a powerful reason for disagreement and conflict between those who receive assistance and those who do not. How National Society and Federation programmes use and distribute resources will have an impact (positive or negative; direct or indirect) on the context in which they are working. Even if their approach is totally neutral and impartial the perception of those who are excluded from assistance may be completely different.; Where aid organisations particularly local Red Cross and Red Crescent can make a difference is in the planning and implementation of their own aid programmes. Humanitarian aid can and should promote long-term recovery and reconciliation within and between communities - at a very minimum it should never become a pretext for or cause of conflict or tension between groups.; 1. Analyse the context; - Identify dividers within the categories of systems and institutions; attitudes and actions; values and interests; experiences; and symbols and occasions.; - Identify connectors within the categories of systems and institutions; attitudes and actions; values and interests; experiences; and symbols and occasions.; 2. Describe the aid programme; - Describe in details the planned / undertaken activities in terms of why where what when with whom by whom and how.; - Analyse important institutional issues such as: mandate/influence in programme implementation; headquarters role/influence in programme implementation; fundraising/influence in programme implementation.; 3. Identify the impacts; - Will the planned action reinforce a connector or weaken one? Will it aggravate a tension or lessen one?; - Use some specific questions as guidance for example:; --- is our aid provoking theft thus diverting resources towards the potential conflict?; --- is our aid affecting the local markets thus distorting the local economy?; --- are our distributions exacerbating divisions within the population?; --- is our aid substituting controlling authorities' responsibilities thus allowing further resources to be invested in the potential conflict?; --- are we through our aid legitimising local supporters of the potential conflict or those who want reconciliation?; 4. Find alternative options; For each impact identified (positive or negative) as a side effect of the planned programme:; - brainstorm programme options that will decrease negative effects and increase positive ones;; - check the options for their impact on the other connectors and dividers.; 5. Repeat the analysis; As often as the context demands and as often as the project cycle indicates.; See the section above; Required resources and time will depend on the scope and context of the assessment. A training kit with different modules was created to introduce the Better Programming Initiative (BPI) in 90 minutes one day or three days session. A BPI training of trainers workshop (9 days) was also developed.; Initially undertaken in Colombia Liberia Nigeria Bangladesh Tajikistan and Kosovo. In order to contribute to the institutionalisation of the BPI methodology within National Societies the International Federation is training National Society staff and delegates as BPI trainers and integrating this tool within other Federation planning and assessment tools.; National Societies and Federation delegations are using the tool to assess the positive or negative impact of their projects especially in post-conflict situations and in countries recovering from violence.; Well-planned aid programmes can ease suffering and reduce vulnerability providing a genuine foundation for recovery. However experience in all six countries has shown that a thorough needs assessment is not enough unless it is accompanied by an in-depth analysis and understanding of the context at the level of the intervention.; Rehabilitation programming by humanitarian aid organisations including the International Federation is increasingly used to support recovery and transition plans which form part of an overall political settlement. Evidence from several of the countries in which the BPI was piloted suggests that when the Federation supports National Societies engaged in rehabilitation programs linked to political settlements it needs to examine carefully the conditions under which it will be expected to work. Inevitably there are groups who may oppose the settlement and the recovery plan that provides aid and resources to their former enemies. The population may also be sensitive to the type of assistance provided and the proportion in which it is allocated.; Throughout the BPI testing phase National Societies and delegation staff found that the most common way in which they may contribute to fuel tension is through the selection beneficiaries without undertaking a thorough analysis of the needs of all groups affected by the conflict.; Although this methodology initially focused on conflict and post-conflict situations it has now been recognised that it may also be useful in other contexts. There are also concrete and successful examples of the BPI methodology used to analyse the impact of our National Societies? institutional capacities as well as the impact of our Disaster Response Disaster Preparedness and Development projects.; The experience also shows that BPI can be an element of analysis that supports the linkage between aid or relief and longer-term recovery and development. As a planning and impact assessment methodology and training initiative BPI may also be a capacity-building mechanism.; In 2003 the Federation was scheduled to publish 'Aid: Supporting or Undermining Recovery? Lessons from the Better Programming Initiative' containing the lessons learnt in six countries (Colombia Liberia Nigeria Bangladesh Tajikistan and Kosovo).; Inigo Barrena Disaster Preparedness and Policy Department International Federation of Red Cross and Red Crescent Societies Tel: +41 22 730 4452 Fax: +41 22 733 0395 E-mail: inigo.barrena@ifrc.org Website: http://www.ifrc.org/,,,,
,25,publications crawler,publications crawler,25,http://www.conflictsensitivity.org/node/73,Conflict Diagnostic Handbook,,,,,To facilitate the design of a Conflict Diagnostic Framework that enables planners to make strategic choices and define entry points for response by assessing conflict and peace factors and conducting a stakeholder analysis.; Development practitioners seeking to mainstream peace and conflict analysis into their long-term development programmes.; Country and regional; The Conflict Diagnostic Framework is based on the assumption that the identification of key indicators / stakeholders the definition of scenarios / objectives and the unpacking of strategic issues together set the stage for a comprehensive (and evidence-based) peacebuilding strategy.; The framework is not aimed at assessing the impact of a particular project on the peace and conflict dynamics in a society nor to fully cover programme implementation issues.; For each step there is a table that needs to be completed that reflects the components of the analysis in each step.; - Step 1: Conflict Diagnostic Framework; - Step 2: Conflict analysis; - Step 3: Peace analysis; - Step 4: Stakeholder analysis; - Step 5: Scenarios and objectives; - Step 6: Strategic issues and choices; - Step 7: Peacebuilding recommendations; Step 1: Conflict Diagnostic Framework; This has a series of assumptions as part of its rationale:; - that conflict indicators peace indicators and stakeholders need to be identified for conflict analysis; - that trends in key conflict/peace indicators and stakeholders need to be analysed in order to be able to identify likely scenarios; - that scenarios can be easily translated into objectives thus rooting peacebuilding objectives in reality; - that in order to define responses to conflict the following strategic issues need to be considered: the main conflict indicators and the synergies among them; any gaps in peacebuilding; and strategic choices to be made by responding institutions.; Step 2 & 3: Conflict analysis and peace analysis; The following guiding questions are used for these two steps:; - have you considered indicators at all levels (local national international)?; - have you considered indicators that relate to political economic social and security issues?; - have you considered the relative importance of historic present and future indicators?; - are your indicators reflective only of the current phase of the conflict (pre-conflict actual conflict post conflict)? If so please consider whether other phases are relevant.; - are the indicators you selected important both in terms of facts and perceptions?; - do the indicators selected reflect the concerns of different sectors of the population (women elderly poor children rich etc.)?; Step 4: Stakeholder analysis; The same guiding questions as above plus the following:; - peace agendas: what visions of peace do the stakeholders have? What kind of peace do they want? What are the main elements of their peace agendas (land reform national autonomy)?; - capacities: what capacities do the stakeholders have to support conflict prevention and peacebuilding or to otherwise affect it?; - implications for peacebuilding: strategic conclusions: what implications does this analysis have for pursuing structural stability and peacebuilding?; Step 5: Scenarios and objectives; The guiding questions are:; - what are trends in key conflict indicators/synergies peace indicators and stakeholder dynamics?; - what is your judgement about best/middle/worst-case scenarios when considering the overall (conflict peace stakeholder) picture?; - what optimal and contingency objectives can you draw from the best and worst case (respectively) scenarios?; Step 6: Strategic issues and choices; The guiding questions are:; - in view of the full analysis review identified conflict synergies. Are they complete?; - assess the initiatives of other agencies and the capacity and comparative advantage of one?s own agency in the different fields (governance economic socio-cultural and security).; - in view of the previous questions are key peacebuilding gaps adequately defined?; - specifically look at your capacity in different fields (political economic social security) at all levels (local regional and international). What can be mobilised to impact on conflict synergies and peacebuilding gaps?; Step 7: Peacebuilding recommendations; Once the recommendations have been identified they need to be looked at in terms of:; - the overall peacebuilding objectives; - coherence of the strategy; - who should be involved; The framework is designed to be most useful when used in a workshop setting and so resources would be required to organise a workshop.; Three workshops have been held to apply this framework: in Sierra Leone the Philippines and the DRC.; 1. Although systematised thinking is required for good conflict analysis and strategy development the constantly changing nature of conflict is not easily captured in tables and boxes. The use of supplementary devices to enhance understanding (e.g. conflict trees) is therefore essential.; 2. The diagnostic tool is just that - it does not enable good analysis if its users lack a good understanding of the conflict under study or analytical skills.; 3. The tool needs to be adapted for use by different types of actors e.g. international development agencies with programmed development interventions or local NGOs engaging in various activities.; 4. In order to ensure high quality analysis and a good strategy the tool should be applied in a workshop process that brings together key (constructive) stakeholders.; None; The Compendium of Operational Tools can also be consulted at www.acdi-cida.gc/peace for operational tools best practices and lessons learned.; Chief Peacebuilding Unit; E?mail: mailto:mpeace_building@acdi-cida.gc.ca,,,,
,26,publications crawler,publications crawler,26,http://www.conflictsensitivity.org/node/72,FAST Methodology,,,,,Risk assessments and early warning.; Development agencies especially at desk officer level Foreign Ministries and international organisations and NGOs.; FAST provides country-focused real-time monitoring of social economic and political developments by way of continuous collection of events data with an emphasis on political stability and instability. The methodology can also be used for regions or sub-regions and be modified for other thematic focuses (e.g. migration health human rights etc.).; The objective of FAST is the recognition of impending or potential crisis situations for the purpose of early action and the prevention of violent conflict. FAST aims to enhance the ability of political decision makers to identify critical developments in a timely manner in order to formulate coherent political strategies to prevent or limit destructive effects of violent conflicts.; FAST uses a comprehensive combination of qualitative and quantitative analytical methods to produce risk assessments. The concept that forms the foundation of the FAST early warning methodology is event data analysis - i.e. the ongoing information collection of daily events and its quantitative analysis. This is supplemented by the qualitative analysis provided by international experts as well as the in-house analysis carried out by the desk officers.; The conflict analysis is carried out along two principles:; - The qualitative conflict analysis of a given country is conducted by applying the FAST analytical framework which aims to determine root proximate and intervening factors that can lead to the outbreak of a violent conflict or shape an existing conflict.; - The quantitative analysis follows the logic of event data analysis meaning the ongoing collection of daily events that are relevant for our focus of increasing/decreasing stability in a country. This data set is then analysed statistically and the results are displayed in graphs. The information collection is carried out by local information networks on the ground in order to have a set of data that is independent from Western newswires but also to gain higher frequency and dispersion throughout the country.; The analytical framework looks at root and proximate causes as well as intervening factors along a timeline. Thereby various indicators are identified following a set of topics including historic political / institutional economic societal / socio demographic ecological and international issues. These indicators however have to be applied in a flexible manner and need to be adjusted according to the context.; The indicators that are identified in the analytical framework are used for the ongoing monitoring that is carried out. Besides these issues correlate with the indicators that are used in the quantitative system used by FAST.; Due to the different components of FAST the amount of human resources that is required is as follows:; -desk officers in Bern (each desk officer covers 2-3 countries); -local Information networks (3-5 field monitors in each country as well as one country coordinator); -an expert network to cover all the countries that are monitored by FAST; -statisticians and personnel for quality control.; At present there are 12 employees at the headquarters in Bern.; -FAST currently covers 22 countries in Central Asia South Asia the Balkans the Middle East the Horn of Africa the Great Lakes region and Southern Africa. The coverage can be expanded according to clients? needs.; -The Conflict Early Warning and Response Mechanism (CEWARN) initiated by IGAD has adapted the FAST methodology focusing on cross-border pastoral conflicts in the IGAD member states.; -Real-time monitoring of 186 event types - conflict / cooperation - using event data analysis; -System can be tailored to meet the end-user?s needs; -Combination of qualitative and quantitative analysis; -The analytical framework tool has proven an effective analysis tool that has also been effectively used at several early warning training workshops.; FAST is an early warning tool based on conflict analysis and not an early response mechanism as the responses to be taken on the basis of the forecasting provided by FAST remain with the end users.; The analytical framework - FAST?s qualitative analysis tool - can easily be applied by other institutions. Besides FAST has used this tool in several training workshops (held in collaboration with the FEWER network) and has received positive response to its application. The framework allows for a comprehensive in-depth analysis of a region / country and gives an excellent overview of the causes and the development of a conflictive environment over time while highlighting positive intervening factors that can be useful for peace-building initiatives.; The complex FAST methodology can be modified and adjusted to different regions and focuses. The set-up and application however is cost-intensive due to the different components needed for information collection and quality control analysis and report writing. Nevertheless the advantage of having local networks for information collection and data that is independent from Western newswires clearly outweighs the higher overall costs.; The quarterly risk assessments are published on the FAST website (www.swisspeace.org/fast/); Swisspeace Tel.: +41 (0) 31 330 12 12 E?mail: fast@swisspeace.ch Website: www.swisspeace.org/fast/,,,,
,27,publications crawler,publications crawler,27,http://www.conflictsensitivity.org/publications/conflict-humanitarian-assistance-and-peacebuilding-meeting-challenges,Conflict Humanitarian Assistance and Peacebuilding: Meeting the Challenges,http://www.conflictsensitivity.org/sites/default/files/imagecache/Thumbnail/Conflict_Humanitarian_Assisatance-Cover.gif,,,,This paper summarises current debates on conflict aid and peacebuilding and suggests that humanitarian agencies can go beyond avoiding negative impacts on conflict (?Do No Harm?) to contributing positively to conflict transformation and peacebuilding (?Do Good?) in a way that respects their core mandates and key humanitarian principles. The paper argues that this may be achieved by incorporating a ?conflict sensitive? approach in planning and programming.; Challenges faced by agencies trying to achieve a ?conflict sensitive? approach to humanitarian assistance include policy challenges (including competing and conflicting government agendas and restrictive funding parameters) operational challenges (including diversion of aid to belligerents and threats to staff security) and challenges of internal management and capacity (including insufficient resources and high staff turnover).; In order to achieve a ?conflict sensitive? approach the article advocates key recommendations for humanitarian agencies as well as donor agencies and governments. [Summary Source: International Alert Eldis],http://www.conflictsensitivity.org/sites/default/files/Conflict_Humanitarian_Assisatance.pdf,,,Conflict_Humanitarian_Assisatance.pdf
